urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,ekran_ekran_dayanıklılığı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi
19999.00,62,6.6 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus+,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1380,8 Çekirdek,5 nm,612.100 Puan,8 GB,256 GB,8.2 mm,209 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
26009.00,67,6.78 İnç,AMOLED,FHD+,144 Hz,,5000 mAh,Var,70 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,50 MP,MediaTek Dimensity 8200,8 Çekirdek,4 nm,937.100 Puan,12 GB,512 GB,7.68 mm,187 Gram,,Var,5.3,Var,Android,,
37498.99,71,6.74 İnç,OLED,FHD+,120 Hz,,4700 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,Qualcomm Snapdragon 8+ Gen 1 (SM8475),8 Çekirdek,4 nm,1.255.000 Puan,8 GB,256 GB,8.5 mm,209 Gram,,Yok,5.2,Var,Android,Var,IPX8
9995.50,52,6.67 İnç,IPS LCD,FHD+,120 Hz,Corning Gorilla Glass 5,5160 mAh,Var,33 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,20 MP,Qualcomm Snapdragon 732G (SM7150-AC),8 Çekirdek,8 nm,403.800 Puan,6 GB,128 GB,9.4 mm,215 Gram,Plastik (Cam Görünümlü),Yok,5.1,Var,Android,Var,IPX3
8660.16,47,6.79 İnç,IPS LCD,FHD+,90 Hz,Corning Gorilla Glass 3,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G88 (MT6769H),8 Çekirdek,12 nm,280.200 Puan,8 GB,256 GB,8.17 mm,198.5 Gram,Cam,Yok,5.3,Yok,Android,Var,IPX3
14096.05,56,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5160 mAh,Var,45 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G200,8 Çekirdek,6 nm,474.900 Puan,8 GB,256 GB,6.08 mm,157 Gram,,Yok,5.4,Var,Android,Var,IPX4
6270.32,37,6.74 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Yok,,Yok,32 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc T612,8 Çekirdek,12 nm,252.600 Puan,4 GB,128 GB,7.84 mm,187 Gram,,Yok,5.0,Yok,Android,Var,IPX4
29875.00,63,6.7 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 7s Gen 2 (SM7435-AB),8 Çekirdek,4 nm,644.700 Puan,8 GB,256 GB,8.75 mm,196 Gram,,Var,5.2,Var,Android,Var,IPX5
18145.00,58,6.4 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,48 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1280,8 Çekirdek,5 nm,450.500 Puan,6 GB,128 GB,8.1 mm,186 Gram,Plastik (Cam Görünümlü),Var,5.1,Var,Android,Var,IPX7
29499.00,43,6.1 İnç,IPS LCD,HD+,60 Hz,,2942 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,Apple A12 Bionic,6 Çekirdek,7 nm,736.800 Puan,3 GB,64 GB,8.3 mm,194 Gram,Cam,Yok,5.0,Var,iOS,Var,IPX7
10356.09,,6.74 İnç,IPS LCD,HD+,90 Hz,,5500 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,MediaTek Dimensity 6300,8 Çekirdek,6 nm,,8 GB,256 GB,8.19 mm,199 Gram,,Var,5.4,,Android,Var,IPX4
9210.00,,6.67 İnç,IPS LCD,HD+,90 Hz,,6000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Qualcomm Snapdragon 6s Gen 1 (SM6115-AC),8 Çekirdek,11 nm,,6 GB,128 GB,7.99 mm,193 Gram,,Yok,5.0,Var,Android,Var,IPX5
8021.05,47,6.67 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,5020 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,402.600 Puan,6 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,5.0,Var,Android,Var,Sadece Sıçramalara Karşı (P2i)
14964.08,,6.78 İnç,AMOLED,FHD+,144 Hz,Corning Gorilla Glass 7i,5160 mAh,Var,45 W,Yok,50 MP,,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G200,8 Çekirdek,6 nm,,8 GB,256 GB,6.6 mm,170 Gram,,Yok,5.4,Var,Android,Var,IPX4
80999.00,75,6.45 İnç,OLED,FHD+,120 Hz,Kunlun Glass 2,5110 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,Huawei Kirin 9020,12 Çekirdek,7 nm,1.321.200 Puan,12 GB,512 GB,9.85 mm,239 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,5.2,Var,Android,Var,IPX8
8784.13,49,6.67 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 5,5020 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,402.600 Puan,6 GB,128 GB,8.8 mm,209 Gram,Cam,Yok,5.0,Var,Android,Var,Sadece Sıçramalara Karşı (P2i)
,51,6.7 İnç,Super AMOLED,FHD+,60 Hz,Corning Gorilla Glass 3,4500 mAh,Var,25 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 730 (SM7150-AA),8 Çekirdek,8 nm,380.800 Puan,8 GB,128 GB,7.7 mm,179 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
124999.00,90,6.9 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),4685 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A18 Pro,6 Çekirdek,3 nm,1.949.200 Puan,8 GB,1 TB,8.25 mm,227 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
30907.68,72,6.67 İnç,AMOLED,QHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,120 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,16 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.538.700 Puan,12 GB,512 GB,8.21 mm,209 Gram,Cam,Var,5.3,Var,Android,Var,IPX3
52499.00,66,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.550.800 Puan,4 GB,256 GB,7.65 mm,174 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
7719.04,,6.51 İnç,IPS LCD,HD+,60 Hz,,5000 mAh,Yok,,Yok,48 MP,,1080p (Full HD),30 fps,24 MP,Unisoc T606,8 Çekirdek,12 nm,274.900 Puan,8 GB,256 GB,9 mm,,,Yok,5.0,,Android,Yok,
6911.04,,6.74 İnç,,HD+,60 Hz,,4000 mAh,Yok,,Yok,64 MP,Yok,1080p (Full HD),30 fps,16 MP,Unisoc T606,8 Çekirdek,12 nm,248.300 Puan,8 GB,128 GB,,,,Yok,5.0,Yok,Android,Yok,
,67,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3687 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A14 Bionic,6 Çekirdek,5 nm,1.278.900 Puan,6 GB,128 GB,7.4 mm,228 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
8100.00,,6.6 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G50,8 Çekirdek,12 nm,,8 GB,256 GB,8.9 mm,196 Gram,,Yok,5.0,Var,Android,Yok,
17499.00,60,6.78 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,70 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,50 MP,MediaTek Dimensity 7020,8 Çekirdek,6 nm,506.700 Puan,12 GB,512 GB,7.83 mm,190 Gram,,Var,5.3,Var,Android,Var,IPX4
14799.00,49,6.5 İnç,Super AMOLED,FHD+,90 Hz,,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,402.900 Puan,6 GB,128 GB,8.3 mm,195 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Yok,
15469.38,55,6.77 İnç,AMOLED,FHD+,120 Hz,,6500 mAh,Var,90 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,Qualcomm Snapdragon 685 (SM6225-AD),8 Çekirdek,6 nm,383.500 Puan,8 GB,256 GB,7.79 mm,196 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX5
69349.05,73,6.7 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,256 GB,7.8 mm,201 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
49999.00,76,6.8 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,Qualcomm Snapdragon 8 Gen 3 (SM8650-AB/AC),8 Çekirdek,4 nm,2.213.700 Puan,16 GB,512 GB,8.9 mm,229 Gram,Cam,Var,5.3,Var,Android,Yok,
27049.00,71,6.78 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,5500 mAh,Var,120 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Qualcomm Snapdragon 7+ Gen 3 (SM7675-AB),8 Çekirdek,4 nm,1.489.800 Puan,12 GB,256 GB,8.65 mm,191 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX5
,67,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 8300,8 Çekirdek,4 nm,1.426.100 Puan,8 GB,256 GB,8.35 mm,190 Gram,Plastik (Cam Görünümlü),Var,5.4,Var,Android,Var,IPX4
9786.77,54,6.67 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,33 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,432.900 Puan,8 GB,256 GB,7.82 mm,185 Gram,,Yok,5.2,Var,Android,Var,IPX3
42975.00,75,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
9167.04,50,6.47 İnç,AMOLED,FHD+,60 Hz,Corning Gorilla Glass 5,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 730G (SM7150-AB),8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,5.0,Var,Android,Yok,
13247.04,50,6.43 İnç,AMOLED,FHD+,90 Hz,Corning Gorilla Glass 3,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,MediaTek Helio G96 (MT6781V/CD),8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,5.0,Yok,Android,Var,IPX3
17760.99,60,6.78 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,45 W,Yok,50 MP,Var,1440p (Quad HD) 2K,30 fps,32 MP,MediaTek Helio G100,8 Çekirdek,6 nm,444.300 Puan,12 GB,256 GB,7.34 mm,177 Gram,,Yok,5.4,Var,Android,Var,IPX6
15373.89,57,6.67 İnç,AMOLED,FHD+,120 Hz,AGC DT-Star2,5800 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,32 MP,MediaTek Helio G100,8 Çekirdek,6 nm,426.400 Puan,8 GB,256 GB,7.76 mm,192 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Var,IPX9
29699.00,66,6.76 İnç,OLED,FHD+,120 Hz,,5000 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,60 MP,Huawei Kirin 8000,8 Çekirdek,7 nm,653.300 Puan,12 GB,512 GB,7.82 mm,209 Gram,,Yok,5.2,Var,Android,Yok,
7967.04,48,6.78 İnç,IPS LCD,FHD+,90 Hz,,5000 mAh,Var,18 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,MediaTek Helio G91,8 Çekirdek,12 nm,283.300 Puan,8 GB,128 GB,7.7 mm,188 Gram,Plastik (Cam Görünümlü),Yok,,Var,Android,Var,IPX4
28409.18,59,6.7 İnç,Super AMOLED,FHD+,90 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Qualcomm Snapdragon 720G (SM7125),8 Çekirdek,8 nm,,8 GB,128 GB,8.4 mm,203 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX7
5579.10,36,6.6 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc SC9863A,8 Çekirdek,28 nm,154.100 Puan,4 GB,128 GB,8.6 mm,199 Gram,,Yok,5.2,Var,Android,Yok,
8561.04,46,6.56 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,22.5 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,Unisoc T760,8 Çekirdek,6 nm,469.100 Puan,6 GB,256 GB,8.6 mm,205.5 Gram,Plastik (Cam Görünümlü),Var,5.2,Var,Android,Yok,
22919.04,55,6.5 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,6000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,13 MP,Samsung Exynos 1280,8 Çekirdek,5 nm,488.200 Puan,6 GB,128 GB,8.8 mm,208 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Yok,
,76,6.1 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,3200 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.432.800 Puan,6 GB,256 GB,7.85 mm,206 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
8399.00,,6.78 İnç,IPS LCD,FHD+,120 Hz,Panda Glass,5000 mAh,Var,33 W,Yok,64 MP,Yok,,,8 MP,MediaTek Helio G100,8 Çekirdek,6 nm,,8 GB,128 GB,8.75 mm,205 Gram,,Yok,5.0,Var,Android,,
,63,5.4 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,2425 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A15 Bionic,6 Çekirdek,5 nm,1.289.300 Puan,4 GB,128 GB,7.65 mm,141 Gram,Cam,Var,5.0,Var,iOS,Var,IPX8
8499.00,,6.7 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,18 W,Yok,48 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,MediaTek Helio G81,8 Çekirdek,12 nm,,8 GB,256 GB,8.1 mm,185.6 Gram,Plastik (Cam Görünümlü),Yok,,,Android,Var,IPX4
16999.00,62,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,67 W,Yok,200 MP,Var,1080p (Full HD),60 fps,16 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,438.300 Puan,12 GB,512 GB,7.98 mm,188 Gram,Cam,Yok,5.2,Var,Android,Var,IPX4
7873.74,42,6.74 İnç,IPS LCD,HD+,90 Hz,,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,Unisoc T612,8 Çekirdek,12 nm,263.600 Puan,8 GB,256 GB,7.84 mm,188 Gram,Plastik (Cam Görünümlü),Yok,5.0,Yok,Android,Var,IPX4
10000.00,44,6.79 İnç,IPS LCD,FHD+,90 Hz,Corning Gorilla Glass 3,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G88 (MT6769H),8 Çekirdek,12 nm,278.500 Puan,4 GB,128 GB,8.17 mm,198.5 Gram,Cam,Yok,5.3,Yok,Android,Var,IPX3
29999.00,52,6.5 İnç,Super AMOLED,FHD+,60 Hz,Corning Gorilla Glass 3,6000 mAh,Var,25 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,Samsung Exynos 7 Series 9611,8 Çekirdek,10 nm,,6 GB,128 GB,9.3 mm,203 Gram,Polikarbonat,Yok,5.0,Var,Android,Yok,
66499.05,72,6.1 İnç,OLED,FHD+,60 Hz,Corning Ceramic Shield Glass,3349 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A16 Bionic,6 Çekirdek,4 nm,1.753.700 Puan,6 GB,512 GB,7.8 mm,171 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
16044.00,62,6.5 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 3,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Samsung Exynos 990,8 Çekirdek,7 nm,743.100 Puan,6 GB,128 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,5.0,Var,Android,Var,IPX8
8343.00,,6.78 İnç,IPS LCD,FHD+,120 Hz,Panda MN228,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,MediaTek Helio G88 (MT6769H),8 Çekirdek,12 nm,,6 GB,128 GB,8.35 mm,200 Gram,,Yok,5.0,Var,Android,Yok,
,65,6.2 İnç,Dynamic AMOLED,QHD+,120 Hz,Corning Gorilla Glass 6,4000 mAh,Var,25 W,Var,12 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,Samsung Exynos 990,8 Çekirdek,7 nm,759.200 Puan,8 GB,128 GB,7.9 mm,163 Gram,Cam,Yok,5.0,Var,Android,Var,IPX8
8476.30,47,6.67 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,18 W,Yok,48 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,MediaTek Helio G81,8 Çekirdek,12 nm,268.800 Puan,8 GB,256 GB,7.8 mm,192 Gram,Plastik (Cam Görünümlü),Yok,,Var,Android,Var,IPX4
11790.00,47,6.5 İnç,Super AMOLED,FHD+,90 Hz,,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,MediaTek Helio G99 (MT6789),8 Çekirdek,6 nm,390.700 Puan,4 GB,128 GB,8.4 mm,200 Gram,Plastik (Cam Görünümlü),Yok,5.3,Var,Android,Yok,
59687.50,74,6.2 İnç,Super AMOLED,HD+,120 Hz,Corning Gorilla Glass Victus 2,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,Qualcomm Snapdragon 8 Gen 2 (SM8550-AB),8 Çekirdek,4 nm,1.513.900 Puan,12 GB,256 GB,13.4 mm,253 Gram,Cam,Var,5.3,Var,Android,Var,IPX8
23635.29,62,6.4 İnç,Super AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,Samsung Exynos 1380,8 Çekirdek,5 nm,623.500 Puan,8 GB,256 GB,8.2 mm,202 Gram,Cam,Var,5.3,Var,Android,Var,IPX7
85749.03,82,6.5 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3149 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,Apple A19 Pro,6 Çekirdek,3 nm,2.123.800 Puan,12 GB,512 GB,5.64 mm,165 Gram,Cam,Var,6.0,Var,iOS,Var,IPX8
,62,6.78 İnç,AMOLED,FHD+,120 Hz,,6600 mAh,Var,66 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,Qualcomm Snapdragon 6 Gen 1 (SM6450),8 Çekirdek,4 nm,581.400 Puan,8 GB,256 GB,7.98 mm,189 Gram,,Var,5.1,Var,Android,Var,IPX5M
16757.10,60,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 5,5110 mAh,Var,45 W,Yok,50 MP,Var,1080p (Full HD),30 fps,20 MP,MediaTek Dimensity 7025,8 Çekirdek,6 nm,475.500 Puan,12 GB,256 GB,7.99 mm,190 Gram,,Var,5.3,Var,Android,Var,IPX4
11457.85,49,6.67 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 3,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,Qualcomm Snapdragon 685 (SM6225-AD),8 Çekirdek,6 nm,348.500 Puan,6 GB,128 GB,7.85 mm,183.5 Gram,,Yok,5.0,Yok,Android,Var,IPX3
7605.78,46,6.53 İnç,IPS LCD,FHD+,60 Hz,Corning Gorilla Glass 3,6000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,Qualcomm Snapdragon 662 (SM6115),8 Çekirdek,11 nm,253.600 Puan,4 GB,128 GB,9.6 mm,198 Gram,Plastik,Yok,5.0,,Android,Var,Sadece Sıçramalara Karşı
21999.00,,6.77 İnç,AMOLED,FHD+,120 Hz,Panda Glass,5000 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,MediaTek Dimensity 7300,8 Çekirdek,4 nm,691.700 Puan,8 GB,128 GB,8.3 mm,199 Gram,Cam,Var,5.4,Var,Android,Var,IPX4
63668.91,77,6.9 İnç,Dynamic AMOLED,FHD+,120 Hz,Corning Gorilla Glass Victus 2,4300 mAh,Var,25 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,Samsung Exynos 2500,10 Çekirdek,3 nm,1.943.900 Puan,12 GB,512 GB,6.5 mm,188 Gram,Cam,Var,5.4,Var,Android,Var,IPX8
22905.82,65,6.7 İnç,AMOLED,FHD+,120 Hz,,5200 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 3 (SM7550-AB),8 Çekirdek,4 nm,792.700 Puan,8 GB,256 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Var,5.3,Var,Android,Yok,
,68,6.58 İnç,OLED,FHD+,90 Hz,,4200 mAh,Var,40 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,Huawei Kirin 990 5G,8 Çekirdek,7 nm,,8 GB,256 GB,8.95 mm,209 Gram,Cam,Var,5.1,Var,Android,Var,IPX8
7129.50,,6.67 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,15 W,Yok,8 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,Unisoc T7250,8 Çekirdek,12 nm,270.800 Puan,4 GB,128 GB,8.25 mm,187 Gram,,Yok,,Var,Android,Var,IPX4
93499.00,87,6.3 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass (Gen2),3582 mAh,Var,25 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A18 Pro,6 Çekirdek,3 nm,1.853.700 Puan,8 GB,512 GB,8.25 mm,199 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
6741.50,40,6.67 İnç,IPS LCD,HD+,120 Hz,,5000 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,Unisoc T615,8 Çekirdek,12 nm,254.900 Puan,4 GB,128 GB,8.35 mm,189 Gram,Plastik (Cam Görünümlü),Yok,5.0,Yok,Android,Var,IPX4
119999.00,84,6.7 İnç,OLED,FHD+,120 Hz,Corning Ceramic Shield Glass,4441 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,Apple A17 Pro,6 Çekirdek,3 nm,1.740.400 Puan,8 GB,512 GB,8.25 mm,221 Gram,Cam,Var,5.3,Var,iOS,Var,IPX8
25782.30,63,6.7 İnç,AMOLED,FHD+,120 Hz,,5000 mAh,Var,66 W,Yok,200 MP,Yok,2160p (Ultra HD) 4K,30 fps,50 MP,Qualcomm Snapdragon 7 Gen 1,8 Çekirdek,4 nm,701.900 Puan,12 GB,512 GB,7.8 mm,183 Gram,,Var,5.2,Var,Android,Yok,
5652.50,38,6.52 İnç,IPS LCD,HD+,60 Hz,,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,MediaTek Helio G25,8 Çekirdek,12 nm,,4 GB,128 GB,8.9 mm,190 Gram,Plastik (Cam Görünümlü),Yok,5.0,Var,Android,Yok,
36286.20,77,6.83 İnç,AMOLED,FHD+,120 Hz,Corning Gorilla Glass 7i,6500 mAh,Var,90 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,20 MP,Qualcomm Snapdragon 8s Gen 4 (SM8735),8 Çekirdek,4 nm,2.024.800 Puan,12 GB,256 GB,8.2 mm,215.7 Gram,Cam,Var,6.0,Var,Android,Var,IPX8
